(305,431)
(306,453)
(307,457)
(307,465)
(308,479)
(309,483)
(310,505)
(311,509)
(312,528)
(312,531)
(313,535)
(314,557)
(315,561)
(316,583)
(317,587)
(318,609)
(319,613)
(320,635)
(321,639)
(322,661)
(323,665)
(324,687)
(325,691)
(326,713)
(327,717)
(328,739)
(329,743)
(330,765)
(331,769)
(332,791)
(333,795)
(334,817)
(335,821)
(336,843)
(337,847)
(339,16)
(340,20)
(341,42)
(342,46)
(343,68)
(344,72)
(345,94)
(346,98)
(347,120)
(348,124)
(349,146)
(350,150)
(353,198)
(354,202)
(355,224)
(356,228)
(357,250)
(358,254)
(359,269)
(359,276)
(360,280)
(360,285)
(361,295)
(361,298)
(361,302)
(362,306)
(362,310)
(363,321)
(363,324)
(363,328)
(364,332)
(364,336)
(365,347)
(365,349)
(365,354)
(366,358)
(366,366)
(367,372)
(367,378)
(367,380)
(368,384)
(368,392)
(369,398)
(369,404)
(369,406)
(370,410)
(370,418)
(371,424)
(371,430)
(371,432)
(372,436)
(372,440)
(373,451)
(373,453)
(373,458)
(374,462)
(374,470)
(374,473)
(375,477)
(375,479)
(375,481)
(375,484)
(376,488)
(377,503)
(377,507)
(377,510)
(378,514)
(378,517)
(378,520)
(379,533)
(380,540)
(381,562)
(382,566)
(383,588)
(384,592)
(384,600)
(385,614)
(386,618)
(387,640)
(388,644)
(389,663)
(390,670)
(391,692)
(392,696)
(393,718)
(394,722)
(395,744)
(396,748)
(397,770)
(398,774)
(399,796)
(400,800)
(401,822)
(402,826)
(403,848)
(404,852)
(406,21)
(407,25)
(408,47)
(409,51)
(410,73)
(411,77)
(412,99)
(413,103)
(414,125)
(415,129)
(416,151)
(417,155)
(418,177)
(419,181)
(420,203)
(421,207)
(422,229)
(423,233)
(424,255)
(425,259)
(426,281)
(427,285)
(428,307)
(429,311)
(430,333)
(431,337)
(432,359)
(433,363)
(434,385)
(435,389)
(435,394)
(436,404)
(436,407)
(436,411)
(437,415)
(438,430)
(438,433)
(438,437)
(439,441)
(439,445)
(440,455)
(440,461)
(440,463)
(441,467)
(441,475)
(442,481)
(442,487)
(442,489)
(443,493)
(443,501)
(444,507)
(444,513)
(444,515)
(445,519)
(445,527)
(446,534)
(446,536)
(446,541)
(447,545)
(447,549)
(447,551)
(448,560)
(448,562)
(448,564)
(448,567)
(449,571)
(449,574)
(449,577)
(450,586)
(450,588)
(450,590)
(450,593)
(451,597)
(451,605)
(451,608)
(452,612)
(452,616)
(452,619)
(453,623)
(454,645)
(455,649)
(456,668)
(457,675)
(458,697)
(459,701)
(460,723)
(461,727)
(461,735)
(462,749)
(463,753)
(464,775)
(465,779)
(466,798)
(467,805)
(468,827)
(469,831)
(470,853)
(473,26)
(474,30)
(475,52)
(476,56)
(477,78)
(478,82)
(479,104)
(480,108)
(481,130)
(482,134)
(483,156)
(484,160)
(485,182)
(486,186)
(487,208)
(488,212)
(489,234)
(490,238)
(491,260)
(492,264)
(493,286)
(494,290)
(495,312)
(496,316)
(497,338)
(498,342)
(499,364)
(500,368)
(501,390)
(502,394)
(503,416)
(504,420)
(505,442)
(506,446)
(507,461)
(507,468)
(508,472)
(508,477)
(509,487)
(509,490)
(509,494)
(510,498)
(510,502)
(511,513)
(511,516)
(511,520)
(512,524)
(512,528)
(513,539)
(513,541)
(513,546)
(514,550)
(514,558)
(515,564)
(515,570)
(515,572)
(516,576)
(516,584)
(517,590)
(517,596)
(517,598)
(518,602)
(518,610)
(519,616)
(519,622)
(519,624)
(520,628)
(520,632)
(521,643)
(521,645)
(521,650)
(522,654)
(522,658)
(524,680)
(524,683)
(524,686)
(525,695)
(525,699)
(525,702)
(526,712)
(527,728)
(528,732)
(528,740)
(529,754)
(530,758)
(531,780)
(532,784)
(533,803)
(534,810)
(535,832)
(536,836)
(539,17)
(540,31)
(541,35)
(542,57)
(543,61)
(544,80)
(545,87)
(546,109)
(547,113)
(548,135)
(549,139)
(550,161)
(551,165)
(552,187)
(553,191)
(554,213)
(555,217)
(556,239)
(557,243)
(558,265)
(559,269)
(560,291)
(561,295)
(562,317)
(73,827)
(73,839)
(77,25)
(79,39)
(79,51)
(81,65)
(81,77)
(81,89)
(83,103)
(83,115)
(85,125)
(85,131)
(85,137)
(85,141)
(87,157)
(133,753)
(135,779)
(137,805)
(139,829)
(145,43)
(147,69)
(153,141)
(155,179)
(157,193)
(157,205)
(159,219)
(159,231)
(161,245)
(161,257)
(165,305)
(211,35)
(213,61)
(215,87)
(221,159)
(221,171)
(223,185)
(223,197)
(225,219)
(227,237)
(227,249)
(233,321)
(235,343)
(235,347)
(237,369)
(243,453)
(285,131)
(287,157)
(289,183)
(291,209)
(293,229)
(301,345)
(303,367)
(305,391)
(307,417)
(311,465)
(311,469)
(313,491)
(321,601)
(359,227)
(361,253)
(363,279)
(365,305)
(369,351)
(369,363)
(371,377)
(371,389)
(373,403)
(373,415)
(377,455)
(377,467)
(381,515)
(383,539)
(385,561)
(385,565)
(399,749)
(435,349)
(437,375)
(445,485)
(447,499)
(447,511)
(449,525)
(449,537)
(451,551)
(451,563)
(455,609)
(457,635)
(459,663)
(461,683)
(461,687)
(463,709)
(479,57)
(509,445)
(511,471)
(513,497)
(515,523)
(519,581)
(521,595)
(521,607)
(523,621)
(523,633)
(525,647)
(525,659)
(527,685)
(533,757)
(535,779)
(537,811)
(557,205)
(77,249)
(77,269)
(81,313)
(81,321)
(81,341)
(85,385)
(85,393)
(89,465)
(93,537)
(93,557)
(97,613)
(129,317)
(133,389)
(137,461)
(141,533)
(145,605)
(149,677)
(157,829)
(165,85)
(165,105)
(169,157)
(169,177)
(173,229)
(173,249)
(177,301)
(177,325)
(205,817)
(213,93)
(217,165)
(225,297)
(225,317)
(229,381)
(229,393)
(289,593)
(293,665)
(313,157)
(313,169)
(369,297)
(377,441)
(393,729)
(393,741)
(445,797)
(453,73)
(457,145)
(465,277)
(477,505)
(525,501)
(529,573)
(533,645)
(541,777)
