(75,37)
(75,43)
(76,50)
(76,56)
(77,63)
(77,69)
(77,71)
(78,76)
(78,82)
(78,84)
(79,89)
(79,95)
(79,97)
(79,100)
(80,104)
(80,107)
(80,110)
(81,114)
(81,119)
(81,123)
(81,126)
(82,130)
(83,152)
(84,156)
(85,178)
(86,182)
(87,204)
(88,208)
(89,230)
(90,234)
(91,256)
(92,260)
(93,282)
(94,286)
(95,308)
(96,312)
(97,334)
(98,338)
(99,360)
(100,364)
(101,386)
(102,390)
(103,412)
(104,416)
(105,438)
(106,442)
(107,464)
(108,468)
(109,490)
(110,494)
(111,516)
(112,520)
(113,542)
(114,546)
(115,568)
(116,572)
(117,594)
(118,598)
(119,620)
(120,624)
(121,646)
(122,650)
(123,672)
(124,676)
(125,698)
(126,702)
(127,724)
(128,728)
(129,750)
(130,754)
(131,776)
(132,780)
(133,802)
(134,806)
(135,828)
(136,832)
(137,847)
(137,854)
(140,20)
(140,23)
(140,27)
(141,31)
(141,36)
(142,46)
(142,49)
(142,53)
(143,57)
(143,60)
(143,68)
(144,72)
(144,75)
(144,79)
(145,83)
(145,87)
(146,100)
(146,105)
(147,109)
(148,131)
(149,135)
(149,143)
(150,149)
(150,155)
(150,157)
(151,161)
(151,169)
(152,175)
(152,181)
(152,183)
(153,187)
(153,195)
(153,198)
(154,201)
(154,207)
(154,209)
(155,213)
(155,221)
(156,235)
(157,239)
(158,258)
(158,261)
(159,265)
(160,287)
(161,291)
(162,313)
(163,317)
(164,339)
(165,343)
(166,365)
(167,369)
(168,391)
(169,395)
(170,417)
(171,421)
(172,443)
(173,447)
(174,469)
(175,473)
(178,521)
(179,525)
(180,547)
(181,551)
(182,573)
(183,577)
(184,599)
(185,603)
(186,625)
(187,629)
(188,651)
(189,655)
(190,677)
(191,681)
(192,703)
(193,707)
(194,729)
(195,733)
(196,755)
(197,759)
(198,781)
(199,785)
(200,807)
(201,811)
(202,833)
(203,837)
(207,32)
(208,36)
(209,58)
(210,62)
(211,77)
(211,84)
(212,88)
(212,93)
(213,103)
(213,106)
(213,110)
(214,114)
(214,118)
(215,129)
(215,132)
(215,136)
(216,140)
(216,144)
(217,155)
(217,157)
(217,162)
(218,166)
(218,174)
(219,180)
(219,186)
(219,188)
(220,192)
(220,200)
(220,203)
(221,206)
(221,212)
(221,214)
(222,218)
(223,232)
(223,238)
(223,240)
(224,244)
(224,248)
(225,263)
(226,270)
(226,274)
(226,276)
(227,292)
(228,296)
(229,311)
(229,315)
(229,318)
(230,322)
(230,330)
(230,333)
(231,344)
(232,348)
(233,370)
(234,374)
(235,393)
(235,396)
(236,400)
(237,422)
(238,426)
(239,448)
(240,452)
(241,474)
(242,478)
(243,500)
(244,504)
(245,526)
(246,530)
(247,552)
(248,556)
(249,578)
(250,582)
(251,604)
(252,608)
(253,630)
(254,634)
(255,656)
(256,660)
(257,682)
(258,686)
(259,708)
(260,712)
(261,734)
(262,738)
(263,760)
(264,764)
(265,786)
(266,790)
(267,812)
(268,816)
(269,838)
(270,842)
(273,15)
(274,37)
(275,41)
(276,63)
(277,67)
(278,89)
(279,93)
(280,115)
(281,119)
(282,141)
(283,145)
(284,167)
(285,171)
(286,186)
(286,189)
(286,193)
(287,197)
(287,202)
(288,212)
(288,215)
(288,219)
(289,223)
(289,227)
(290,238)
(290,245)
(291,249)
(292,271)
(293,275)
(294,289)
(294,295)
(294,297)
(295,301)
(296,315)
(296,321)
(296,323)
(297,327)
(297,335)
(297,338)
(298,342)
(298,344)
(298,349)
(299,353)
(300,368)
(300,372)
(300,375)
(301,379)
(301,382)
(301,385)
(302,398)
(303,405)
(303,408)
(303,411)
(304,427)
